Action,Tier,Reason,Survivor Company,Survivor City,Survivor Phone,Survivor Stage,Survivor Status,Survivor Activities,Survivor Symphony ID,Survivor DB ID,Loser Company,Loser City,Loser Phone,Loser Stage,Loser Status,Loser Activities,Loser Symphony ID,Loser DB ID
,REVIEW,"same phone, names differ",Hampton Inn-Cocoa Beach,Cocoa Beach,321-799-4099,new_lead,prospect,0,1e6870b8-afe2-2cd6-e08b-6449757bda27,b7915a16-c6fd-4900-b807-ad0d00cad339,Ocean Partner's Assoc LLLP,Cocoa Beach,3217994099,new_lead,prospect,0,7c304ed9-fe41-8087-3dbf-698e627af8bf,79e6f7d1-969d-425f-9f37-e9264721b3b7
,REVIEW,"same phone, names differ",Suburban Extended Stay Hotel,Melbourne,321-768-9777,new_lead,prospect,0,f1c2e27f-6326-1c3a-a69c-52d41ca6dbda,fa7ab43c-ba9c-4950-b693-df7cea6d0967,Suburban Studios Melbourne,Melbourne,3217689777,new_lead,prospect,0,7cc8dbb8-cd19-aa2d-fa34-698e6247f04c,2c0d9102-8ecd-4479-bd53-7b488aa12d2d
,REVIEW,"same phone, names differ",Hilton-Melbourne Beach,Indialantic,321-777-5000,new_lead,prospect,0,ac2b159d-8cfe-b807-2ad0-52d41c0f0eed,a5a1db00-5657-4afe-9626-b2c2636b6674,Hilton Melbourne Beach Ocnfrnt,Indialantic,3217775000,new_lead,prospect,0,851d0185-7340-35da-ec43-698e623db2bd,9c6d390a-9cec-40d1-b4c0-3db292de7002
,REVIEW,"same phone, names differ",Residence Inn By Marriott,Melbourne,321-723-5740,new_lead,prospect,0,9d3083c5-c253-e407-1113-6449755b12fe,350895d4-ffb1-424a-88ad-d2a4121bdab4,Residence Inn Melbourne,Melbourne,3217235740,new_lead,prospect,0,8b50554a-f11c-a77f-d82f-698e62a3bc6b,a53286a2-a90a-482a-900c-8d15c7d8e88e
,REVIEW,"same phone, names differ",Hilton-Melbourne Rialto Place,Melbourne,321-768-0200,new_lead,prospect,0,922d6cca-25c8-b6fe-9e20-52d41c9644cc,0ea1fda0-2bbd-490d-9ca1-f8cd0ef3dc68,Hilton Melbourne FL,Melbourne,3217680200,new_lead,prospect,0,9bf72c87-065b-261d-ba81-698e622be7a1,d499bd26-eabe-45a4-ad4a-1686204421b2
,REVIEW,"same phone, names differ",Crown Plaza Indialantic Bch,Indialantic,321-777-4100,new_lead,prospect,0,7d17b8e7-e067-2a36-a358-56141330447c,1b9af775-86ab-4119-9153-c29bb4078200,Crowne Plaza Melbourne,Indialantic,3217774100,new_lead,prospect,0,b8077241-8e8b-7970-cb14-698e62d51ae8,07ea9093-c0e0-4a43-9ca7-528d582ca8e6
,REVIEW,"same phone, names differ",Health South Rehab Ctr,Melbourne,321-984-4600,new_lead,prospect,0,bba0c9f7-81f8-7713-d802-52d41d2c564d,0e876b2e-43f9-4c5d-adf1-896040bf91e1,Sea Pines Rehab Hosp Affiliate,Melbourne,3219844600,new_lead,prospect,0,cbd7442a-0168-1554-57ec-698e625269c2,2f1b241b-2918-44c9-8f50-7c1da73f75e7
,REVIEW,"same phone, names differ",Sea Pines Rehabilitation Hospital,Melbourne,321-984-4600,new_lead,customer,0,,03103a6c-c817-4f46-85c2-361c46ff6cc8,Sea Pines Rehab Hosp Affiliate,Melbourne,3219844600,new_lead,prospect,0,cbd7442a-0168-1554-57ec-698e625269c2,2f1b241b-2918-44c9-8f50-7c1da73f75e7
,REVIEW,"same phone, names differ",Sea Pines Rehabilitation Hospital,Melbourne,321-984-4600,new_lead,customer,0,,03103a6c-c817-4f46-85c2-361c46ff6cc8,Health South Rehab Ctr,Melbourne,321-984-4600,new_lead,prospect,0,bba0c9f7-81f8-7713-d802-52d41d2c564d,0e876b2e-43f9-4c5d-adf1-896040bf91e1
,REVIEW,"same phone, names differ",Health First Physicians,Melbourne,321-434-4335,new_lead,prospect,0,97e6dc01-8579-f947-f91e-52d41b037e82,5979346a-ecbf-4745-a28f-e4821d96031f,Health First Health Plans,Rockledge,3214344335,new_lead,prospect,0,38759661-0509-9d96-dd5e-698e628aa698,f96106bb-ac67-4e5e-bb5b-94be44a45782
,REVIEW,"same phone, names differ",Old Village Restaurant,Melbourne,321-254-8559,new_lead,prospect,0,4adb7ce7-d255-df85-23c9-52d42815fc2d,2f42660d-c925-4f91-a192-9ba0cd18e973,LA Loma Coney Island LLC,Melbourne,3212548559,new_lead,prospect,0,77b0d4de-4317-489e-6428-698e62f92919,4e2bb694-1f6e-4f01-8e36-e288be46c534
,REVIEW,"same phone, names differ",Bravo Supermarket,Palm Bay,321-837-1112,new_lead,prospect,0,3068d3ee-62ec-dbe8-1e9c-52d419ca2513,7b5c0c1a-fc72-455c-9c72-96472d32b7ce,Bravo,Palm Bay,3218371112,new_lead,prospect,0,79d94008-df98-8de6-cd06-698e62d62f06,ee32f176-97eb-4b35-906a-46694dac96de
,REVIEW,"same phone, names differ",Best Produce Market,Melbourne,321-723-7642,new_lead,prospect,0,64e303fd-e0c4-3d7a-d226-52d41947dea3,264ed8e3-5f2f-463b-a916-60c20d59a896,Kent Foodmart,Melbourne,3217237642,new_lead,prospect,0,46f97c56-d82d-ae45-b6b6-698e62578319,345d8de2-f287-4bea-8a82-58fa6262f51e
,REVIEW,"same phone, names differ",Mr Food No-Fuss Meals,Melbourne,321-327-5964,new_lead,prospect,0,5c21234a-7b12-555d-006b-52d427080c01,26bed7f1-a02e-4492-8a42-1c0f1d64b88a,Heavenly Treats Bakery & Cafe,Melbourne,3213275964,new_lead,prospect,0,46d50e3f-295e-4083-11b6-698e61bfc833,5db075c3-d70b-4fe5-944e-e6a2021637a7
,REVIEW,"same phone, names differ",Sonny's BBQ (Palm Coast),Palm Coast,321-615-0156,closed_won,prospect,0,871c15bf-e2c2-04ac-865a-65cfc4643c32,4317c664-7c0c-4b07-98b8-70df61e5ed61,Sonnys BBQ (Deland),Deland,321-615-0156,closed_won,prospect,0,ae86e1b2-4a52-4c77-6d58-65cfc6e9a78f,4a5c6377-b99e-4464-a480-e68b711e43ac
,REVIEW,"same phone, names differ",Sonny's BBQ KSC MFF Building (Merritt Island 1),Merritt Island,321-615-0156,closed_won,prospect,0,52a42eac-5d52-4b4a-257d-65cfc46bf5e2,2835db04-4bb3-4cc6-9485-7d131d54af48,Sonny's BBQ (Palm Coast),Palm Coast,321-615-0156,closed_won,prospect,0,871c15bf-e2c2-04ac-865a-65cfc4643c32,4317c664-7c0c-4b07-98b8-70df61e5ed61
,REVIEW,"same phone, names differ",Sonny's BBQ KSC MFF Building (Merritt Island 1),Merritt Island,321-615-0156,closed_won,prospect,0,52a42eac-5d52-4b4a-257d-65cfc46bf5e2,2835db04-4bb3-4cc6-9485-7d131d54af48,Sonnys BBQ (Deland),Deland,321-615-0156,closed_won,prospect,0,ae86e1b2-4a52-4c77-6d58-65cfc6e9a78f,4a5c6377-b99e-4464-a480-e68b711e43ac
,REVIEW,"same phone, names differ",Tree Of Life Cuban Food,West Melbourne,321-372-1453,new_lead,prospect,0,6f1d56b7-cc44-51e7-7c90-644976a8223c,e7195e37-fd50-4788-8676-6e5b7bbc3023,Tree Of Life Cuban Bakery,Palm Bay,3213721453,new_lead,prospect,0,892631c0-8a6b-2b08-991e-698e61a37f9d,2c16a4c1-755b-4623-a4d2-1103fe035185
,REVIEW,"same phone, names differ",Broken The Barrell Tavern Bars,Palm Bay,321-728-4755,new_lead,prospect,0,73d84be8-d63a-6f7f-970d-52d417abcf79,feeb28b4-5fd8-4ae2-9345-745d3dc25365,Broken Barrel Tavern,Palm Bay,3217284755,new_lead,prospect,0,b687bd0f-13c0-b9f9-5452-698e61888b0a,b0a1a178-d84f-4ab9-af41-ed195f039cff
,REVIEW,"same phone, names differ",Palms Rehab & Healthcare Ctr,Palm Bay,321-722-0660,new_lead,prospect,0,d50d2ee9-2862-9501-f132-64497597a032,1b12dc43-7ae1-49ab-98c4-300e9f19c5ea,Palms Rehabilitation-Hlthcr,Palm Bay,3217220660,new_lead,prospect,0,c2e203ff-a26c-fb43-fcb1-698e614875df,89f664d4-2599-4304-857b-177d364deb1e
,REVIEW,"same phone, names differ",Daytona Tortugas,Daytona Beach,386-257-3172,new_lead,customer,0,11f725c7-8856-e757-8832-69161c2e9b16,5f0e7423-6f83-4ca5-b394-5adbe434f124,Jackie Robinson Ballpark,Daytona Beach,386-257-3172,new_lead,prospect,0,b5de98e9-b963-85f4-adfe-517006ec7f25,87c1b51f-6f0e-4a4c-af19-806a11c0c1d0
,REVIEW,"same phone, names differ",Himilaya Asian Bistro,Rockledge,321-633-7555,new_lead,prospect,0,136d849a-d838-3479-7a8f-52d424a9559f,00868289-9932-4eb8-b09b-5fb075b9fa34,Da Sushi,Merritt Island,(321) 633-7555,new_lead,prospect,0,69f26ab1-35e4-c817-1730-6914a60c9362,ed2bbcf3-419f-4508-b646-e3257d6d4e7c
,REVIEW,"same phone, names differ",Riviera Assisted Living,Holly Hill,386-677-5000,new_lead,prospect,0,47752f73-8fa4-3a32-d76d-520bbd23ba55,7fa5bc1e-8045-4d74-9573-f72b63845178,Riviera Senior Living,Holly Hill,386-677-5000,new_lead,prospect,0,b23f9aba-a604-e7aa-cd23-690cde80b20c,d245574e-acfc-4e51-8fbd-9b7731140bae
,REVIEW,"same phone, names differ",Big League Burger,Rockledge,321-305-4945,new_lead,prospect,0,e67dde7f-e392-8d3c-e332-55f824750250,4d83eea1-2371-4eca-87b0-128a55b40521,Biancos Big League Eatery,Rockledge,321-305-4945,new_lead,prospect,0,74cb44e3-3e55-ee60-1328-52d41f7207a8,fe26502f-cdbd-40fc-baee-2b74de07f1fa
,REVIEW,"same phone, names differ",Big League Burger,Rockledge,321-305-4945,new_lead,prospect,0,e67dde7f-e392-8d3c-e332-55f824750250,4d83eea1-2371-4eca-87b0-128a55b40521,B & R Games,Cocoa,321-305-4945,new_lead,prospect,0,4aee7899-0b73-989d-cacc-52d41cb47c37,82e357f3-773e-4a3f-8900-376bd5a7b71a
,REVIEW,"same phone, names differ",Biancos Big League Eatery,Rockledge,321-305-4945,new_lead,prospect,0,74cb44e3-3e55-ee60-1328-52d41f7207a8,fe26502f-cdbd-40fc-baee-2b74de07f1fa,B & R Games,Cocoa,321-305-4945,new_lead,prospect,0,4aee7899-0b73-989d-cacc-52d41cb47c37,82e357f3-773e-4a3f-8900-376bd5a7b71a
,REVIEW,"same phone, names differ",Aunt Catfish's On The River,Port Orange,386-767-4768,new_lead,prospect,0,2dfd9b57-aef6-9759-61bb-520bbe215095,120482d8-d1d4-48b9-8321-0a7112d7b8ad,Farm Social,Port Orange,(386) 767-4768,new_lead,prospect,0,955651e9-448e-79bb-3cdb-68011fb79ae7,6f7a32f4-272d-4e7a-afa3-5b31cc33b196
,REVIEW,"same phone, names differ",Cafe One,Ormond Beach,386-492-4873,new_lead,customer,0,,741467d2-24ce-4e1c-9aa0-6a12ca73ef3b,Tap N' Tilt,Ormond Beach,(386) 492-4873,new_lead,prospect,0,160453ee-720e-6290-6ea3-6747394d9fca,fc6e06f6-7a54-4d61-9f7b-504dd13899f4
,REVIEW,"same phone, names differ",Chase's On The Beach,New Smyrna Beach,386-423-8787,new_lead,prospect,0,e54a3a17-b1c9-a397-c711-60425fc0a633,9f822dd4-4a10-4668-8c03-b4601b1fccc9,Chases Beachfront Bar,New Smyrna Beach,386-423-8787,new_lead,prospect,0,9ad47910-b502-c036-87dc-520bbfca9b3b,97766332-09ee-4c1e-baa7-d908dbc0f96f
,REVIEW,"same phone, names differ",Melbourne Greyhound Park LLC,Melbourne,321-259-9800,new_lead,prospect,0,d4f37a13-9ae7-c432-62a3-64497580d017,59bb1279-a422-4fd4-916d-cf1e7a7069fa,Club 52,Melbourne,321-259-9800,new_lead,prospect,0,3ff0441f-6199-5055-5f97-656fb189c4f8,e569b89d-5c11-41e7-9272-e6e2ce742523
,REVIEW,"same phone, names differ",Brunswick Harbour Lanes,Melbourne,321-242-2695,new_lead,prospect,0,165e18f5-9d40-a385-7658-52d418b990a4,56792c9a-f003-4e2f-99f8-698ec22bdee2,Bowlero - N. Wickham,Melbourne,321-242-2695,new_lead,prospect,0,85314ebb-6094-b065-7f99-656fa856af25,fd22e70e-65a8-4de6-a17b-3268cc479500
,REVIEW,"same phone, names differ",CMX Theater,Daytona Beach,386-944-3922,new_lead,prospect,0,5e599645-7460-28f1-6aa1-601c4ec45918,a4ad896e-699e-4b6a-892f-5af338bb86d0,Cobb Theater,Daytona Beach,386-944-3922,new_lead,prospect,0,3fa72f14-6e09-5bf9-ff4f-5bec38ab5037,4fa78111-9a12-46d6-8ada-bfa31c8f5303
,REVIEW,"same phone, names differ",Parrish Medical Center (HHS),Titusville,321-268-6111,closed_won,customer,0,b171860b-ba7f-b541-4a3f-691cf079c75e,28393820-9297-4b67-968f-41b02b582845,Parrish Medical Ctr,Titusville,321-268-6111,new_lead,prospect,0,e1db90e3-a76c-12fd-2a2f-644975bfe742,c46640a4-a016-4855-9259-e951614f0da0
,REVIEW,"same phone, names differ",ERAU Chick-Fil-A,Daytona Beach,734-787-2227,new_lead,customer,0,bf69a9e9-2339-dcd8-0bc4-50c761c45280,7b8ca92e-91f9-44d2-8515-4058c11132a5,Sodexo / ERAU,Daytona Beach,734-787-2227,new_lead,prospect,0,e23d3c46-0ef5-d8f1-1059-6437003ee7f8,05cf611f-ac7d-411e-91be-ce2b6afece37
,REVIEW,"same phone, names differ",The Savannahs Golfclub,Merritt Island,214-405-7189,new_lead,prospect,0,c745ef0c-7b14-6d17-867b-641b5ebb4dbf,e5d04942-fa43-4a51-a140-3a849389d759,Savannahs Golf Course Club,Merritt island,214-405-7189,new_lead,prospect,0,69913eb8-eae4-e37e-6d37-641d9f5f9362,5d5929a7-cfa8-4f39-ae0a-a71b996a978d
,REVIEW,"same phone, names differ",First Turn Lounge,Port Orange,386-788-5434,new_lead,prospect,0,6b0fd562-00d0-8d62-61e3-520bc2c8cedd,b0b5fda7-8263-493d-b00e-db6872234caa,The Original First Turn Steakhouse and Sports Lounge,Port Orange,(386) 788-5434,new_lead,prospect,0,dbfe57cc-a450-e038-ab23-54c8f831b716,08671774-c746-4f62-b32c-f85f0db16834
,REVIEW,"same phone, names differ",Graham's Beach Grill,Cocoa Beach,321-783-7000,new_lead,prospect,0,e4e6dc77-add9-0944-0533-55b529a04f85,728325e4-630d-4e5d-938f-3c820cdb299a,Graham's Lounge,Cocoa Beach,321-783-7000,new_lead,prospect,0,e72e6ce1-0a62-b848-25a5-52d4186e2014,cc29d830-e595-43b1-bad8-276f7dc90b52
,REVIEW,"same phone, names differ",Brian's BBQ,Deland,386-736-8851,closed_lost,prospect,0,38af6bc8-55f0-a140-f2b9-624cc66c3df8,f5805651-8ced-43f9-8055-e3c14651c918,Brian's Bar-B-Que Restaurant,Deland,386-736-8851,new_lead,prospect,0,1c5bc1fc-451c-7bce-7416-520bbfba05d9,921cea19-347a-4df1-a64d-69dc44159c3a
,REVIEW,"same phone, names differ",HONEYSUCKLE,Titusville,321-267-9533,new_lead,prospect,0,38f4bd57-6267-4de3-ebbb-68543e8152dd,e68cb488-e9e9-49b9-a15b-e4c88026d13b,Catfish Cabin,Titusville,321-267-9533,new_lead,prospect,0,743883d1-6a4b-ff5f-3d3f-52d420ab2e14,73caf805-65c7-4dbb-b1ef-ece8fe2147b3
,REVIEW,"same phone, names differ",Kay's Bar-B-Q & Steaks,Cocoa,321-636-6730,new_lead,prospect,0,59dcfe32-0b13-b5c0-9115-52d425884097,c93a4ec8-fa7a-4b27-bb58-8d36993f2267,Kayco Inc,Cocoa,321-636-6730,new_lead,prospect,0,da13dcad-2e6f-2492-618b-5c61275f874e,3f667671-e2e4-4c4c-8543-1439d08e69de
,REVIEW,"same phone, names differ",Italy Italy Ristorante,Melbourne,321-242-1220,new_lead,prospect,0,345f0b53-0f7f-90b4-be92-52d425eafa8c,a4d7de95-9511-4329-9307-538524eef908,"Italy, Italy Pizza Ristorante",Melbourne,321-242-1220,new_lead,prospect,0,be770e02-0cb2-97a3-e432-56571b09e69d,2d2c9343-b8f2-4a6e-b19d-c2746e699026
,REVIEW,"same phone, names differ",Olds Hall Good Samaritan Ctr,Daytona Beach,386-253-6791,new_lead,prospect,0,896e1b60-4421-e679-f962-520bbc7690f3,1f8c6f37-851d-4f7d-87b6-1fe6d0d2d358,Good Samaritan Society-Daytona,Daytona Beach,386-253-6791,new_lead,prospect,0,34010b38-3e51-f42e-dcec-520bbd622750,702f3a9d-39fd-4749-a9b8-50c15c066661
,REVIEW,"same phone, names differ",Cape Canaveral Beach Resort,Cape Canaveral,321-328-2830,new_lead,prospect,0,36897493-6db1-9cce-6f63-55a2ca0741c6,0d9938c8-ffe1-4308-ae26-15417a81d9a5,Ron Jon Surf Grill,Cape Canaveral,321-328-2830,new_lead,prospect,0,91dde708-1bd7-cae9-d40c-5499b21bae9d,eb602b02-95c1-425c-8d10-4f8c531b8c67
,REVIEW,"same phone, names differ",Cape Canaveral Beach Resort,Cape Canaveral,321-328-2830,new_lead,prospect,0,36897493-6db1-9cce-6f63-55a2ca0741c6,0d9938c8-ffe1-4308-ae26-15417a81d9a5,Ron Jon Surf Shop,Cape Canaveral,321-328-2830,new_lead,prospect,0,86e12404-5c7c-0414-06be-52d429137465,98d38dfc-5ebe-407c-aaaf-7be8e48e712f
,REVIEW,"same phone, names differ",Steve's Famous Diner,Daytona Beach,386-252-0101,new_lead,prospect,0,a38d862d-b963-58e0-8813-520bc8d4d50d,7631db6d-44e3-4497-bd4e-be9c0c805078,Famous Steve's Diner,Daytona Beach,386-252-0101,new_lead,prospect,0,49e1321b-0ea7-e0fa-66a4-5555d0647ffb,e04b7ecd-4cfc-4531-9b3c-78ae07e085a4
,REVIEW,"same phone, names differ",IHOP Restaurant,Daytona Beach,386-255-9629,new_lead,prospect,0,f3adc594-a655-b75f-117d-520bc387d14d,81c6c21f-b79b-41bf-a373-90b2d0e3a3ed,I Daytona H O P Inc,Daytona Beach,386-255-9629,new_lead,prospect,0,523b179b-7c5d-ea08-154d-5555d037a417,78f16a02-b34e-4df6-82a6-6a09357f0cb0
,REVIEW,"same phone, names differ",Red Lobster,Daytona Beach Shores,386-756-1550,new_lead,prospect,0,bc742b1d-2012-35b9-020b-520bc76bb3ed,aac062a6-57a6-41a9-b392-f0a1e7ff522f,"Gmri, Inc.",Daytona Beach,386-756-1550,new_lead,prospect,0,7b4afee5-45dd-8c81-f7df-5555d0d5c626,d5e806af-6273-4df0-b99e-3848199ba6a4
,REVIEW,"same phone, names differ",Park's Seafood Riverside,Daytona Beach,386-258-7272,new_lead,prospect,0,d897ffeb-a09a-7e2d-259a-520bc6fa8a51,522a96fa-f263-49e7-b0be-b11463841824,Parks Stage Restaurant,Holly Hill,386-258-7272,new_lead,prospect,0,d7bcc290-993b-1306-de11-5555d0479747,b6450204-8baa-4ebe-bbc4-20c2556a38cf
,REVIEW,"same phone, names differ",Plantation On Green Inc,Titusville,321-385-9100,new_lead,prospect,0,afcbf8af-5844-a4f1-07db-52d429c82423,e54c15f8-f43e-4103-b6d4-2e3b33f23ca6,Plantation House,Titusville,321-385-9100,new_lead,prospect,0,4719fb31-5a9d-a6e6-db9f-5555a3c510ef,b8bba3b6-e371-4385-98df-06c707f267c9
,REVIEW,"same phone, names differ",College Internship Program,Melbourne,321-259-1900,new_lead,prospect,0,ba760856-cb71-ed1d-791c-52d42dcfe992,036760f6-838e-4c4f-97d9-58ad4b0a007b,Brevard Center,Melbourne,321-259-1900,new_lead,prospect,0,5f8ff139-de5a-1920-6708-52d42d9fe2ea,7ea336fe-8474-4576-b531-b81066f048ea
,REVIEW,"same phone, names differ",Brevard Community College,Palm Bay,321-632-1111,new_lead,prospect,0,d7cd72e9-e2d7-51dd-a4b6-52d42dd7cdfe,ca81b820-1249-4b7f-ae82-0baf9d2f2ddb,University Of Central Fla,Cocoa Beach,321-632-1111,new_lead,prospect,0,69a0b0f6-0403-d166-95a5-52d42d0a157b,d5f9c985-8271-4e42-993d-9d3fbf906bb7
,REVIEW,"same phone, names differ",Whisk and Grind,Merritt Island,321-459-1656,new_lead,prospect,0,3830518e-d26e-2ed5-29e5-68543e4e9c8b,890ab34f-4fb8-417b-9dfa-da5ddb38c022,Victoria's Family Restaurant,Merritt Island,321-459-1656,new_lead,prospect,0,ea31d10d-b6a7-9f97-2ae5-52d42c87dee5,0c020a8b-8a96-452e-93e9-5daba228ff2d
,REVIEW,"same phone, names differ",Squid Lips - Melbourne,Melbourne,321-259-3101,closed_won,customer,0,781824c3-bf7f-0a8c-c8b1-55f1ce79f217,258c0fef-e60c-4451-ad8a-823bbfdf8716,Squid Lips Overwater Grill,Melbourne,321-259-3101,new_lead,prospect,0,10fc9b46-2e84-90a3-0171-52d42a0a26c9,c7ae4e91-9a4a-44c8-bb30-4991a7f98601
,REVIEW,"same phone, names differ",Loreen's Village Cafe,Palm Bay,321-953-5838,new_lead,prospect,0,2683c748-7811-d35a-36b3-52d42650889f,1fc9a29f-75b6-453d-95de-7a57ab44afcc,Stars & Stripes Cafe,Melbourne,321-953-5838,new_lead,prospect,0,d5a6cef0-f5cd-092e-2740-52d42a316606,bd9046a2-cf4a-4d89-b015-c7c264c866df
,REVIEW,"same phone, names differ",Kell's at Cocoa Beach,Cocoa Beach,321-783-8300,new_lead,prospect,0,f3b2f8e1-0a7d-bd27-9af7-55b53c07d32f,7b1a6330-0c00-4e32-a3b4-c8e54efa6212,Paradise Cove Bar&Grill,Cocoa Beach,321-783-8300,new_lead,prospect,0,857396e3-1e74-e5b8-513b-52d428774a20,2e273e36-223f-41ee-af7c-afba993d1d6c
,REVIEW,"same phone, names differ",Liberty Bell Diner,Melbourne,321-751-7117,new_lead,prospect,0,eba8aaa1-ec3f-6668-e26e-52d4266d257d,16e57428-f73d-47b8-9764-c354541fd365,Mountaineers Diner,Melbourne,321-751-7117,new_lead,prospect,0,807cc384-6070-d46a-64a4-52d4272f392b,76b0adbd-5ed3-411b-bd9e-9cf05c19e3f8
,REVIEW,"same phone, names differ",Raddison Indialantic,Melbourne,321-773-9260,new_lead,prospect,0,55a7eac9-7945-619e-0d4d-561411328c59,226b217b-7c4d-46fe-b518-dcfb112c38a4,Lenas Restaurant,Indialantic,321-773-9260,new_lead,prospect,0,36ed326a-349d-6db5-b91f-52d42688046a,031d2328-c6c2-453d-880e-56a25b5e7307
,REVIEW,"same phone, names differ",Slow and Low Bar-B-Que,Cocoa Beach,321-783-6199,new_lead,prospect,0,940f428c-1cd8-351b-ef6f-55f1c47f8de8,793713e2-afd4-433e-8e7b-3a96bea4e2c5,Slow & Low Barbeque,Cocoa Beach,321-783-6199,new_lead,prospect,0,b28c515c-7db7-facf-cf4b-52d42a8081a4,8e89fec4-07bd-4643-a7ea-c3d35bdcefd1
,REVIEW,"same phone, names differ",Fia Restorante & Pizzeria,Melbourne,321-610-3961,new_lead,prospect,0,b3d5ab54-7166-5d45-ea55-5617d67ed4cf,7e8d3ff3-f8d6-40ff-b9cd-6b3e24eef107,Fia's Restaurant,Melbourne,321-610-3961,new_lead,prospect,0,e0f6077c-0f46-165b-8e44-52d42335f497,2cb41769-50b1-4526-a9cf-58e84510a84b
,REVIEW,"same phone, names differ",Capt Katanna's,Melbourne,321-253-1369,new_lead,prospect,0,d1be73ad-fc6c-5f77-b80f-55f2cf3281a9,39c335da-3c66-45eb-a730-d9a26f6a70e6,Captain Katanna's Dockside,Melbourne,321-253-1369,new_lead,prospect,0,6679d68d-d890-be9b-41c5-52d420b5dbdd,0dea04c1-d807-46a9-9c17-b09e1ddbce55
,REVIEW,"same phone, names differ",Brookedale,Melbourne,321-255-5443,new_lead,prospect,0,a3c1b14d-afdc-5610-9aab-55f2d16cbd29,f12eea57-f8d4-41d0-ac54-0b4941711a73,Southland Suites Of Melbourne,Melbourne,321-255-5443,new_lead,prospect,0,321bb0e8-3037-3367-57d3-52d41d44d099,085bc498-857b-4fea-a6cc-109e475f3587
,REVIEW,"same phone, names differ",Sonata Viera,Melbourne,321-735-8850,closed_lost,prospect,0,9a93c8d5-a5a2-d33d-c1c4-5e18b6101085,8734b4ac-1634-492f-bdc6-b5e35b471810,Viera Manor Assisted Living,Melbourne,321-735-8850,new_lead,prospect,0,83ab4cda-2efd-5038-14d0-52d41e6d5b44,24ee1f3c-43b1-4b49-91b7-5f1d1865de36
,REVIEW,"same phone, names differ",Backwoods Steakhouse and Saloon,Cocoa Beach,321-613-3828,closed_lost,prospect,0,63ae5c48-1696-8e11-960e-55b530cfe904,440897d7-e0e6-472d-bcfc-807c9f972f5e,Backwoods Steak House,Cocoa Beach,321-613-3828,new_lead,prospect,0,f37eff94-162e-d730-ff91-52d41eb619dc,085b50c5-ce35-4a25-83e7-a4a35416123a
,REVIEW,"same phone, names differ",Pho Saigon Vietnamese Rstrnt,Daytona Beach,386-257-4650,new_lead,prospect,0,397381c3-5701-dabf-f5b4-5c613007ea90,b4e03971-dbc2-4a84-ad59-56b15624dee1,Tho Saigon,Daytona Beach,386-257-4650,new_lead,prospect,0,a160e364-3553-9918-f613-520bc9085471,341358da-edeb-4e72-b7d3-3311da24e0af
,REVIEW,"same phone, names differ",The Wave Sports Bar & Grill,Ormond Beach,386-673-5933,new_lead,prospect,0,df012ded-6549-fec7-b14a-60c77392a6ec,fe0ece67-5c2f-4314-a7da-8f95c02833e3,Black Sheep Pub & Eating House,Ormond Beach,386-673-5933,new_lead,prospect,0,93bfa8c7-1ab2-fd1b-2ec7-520bbe2c5757,858e5fb7-4a5e-4780-b046-25e3c97e34f2
,REVIEW,"same phone, names differ",Hyde Park Steakhouse - Daytona Beach,Daytona Beach,386-226-9844,new_lead,customer,0,d110bba2-d247-6826-b751-68909f62fb09,ccc02df8-5731-443f-90e8-539e723d476d,Hyde Park Prime Steakhouse,Daytona Beach,386-226-9844,new_lead,prospect,0,2149cf4f-556a-d778-b202-520bc35dbfa6,4ae34360-3987-46c8-962d-de062edd883b
,REVIEW,"same phone, names differ",The Dish Tavern and Grille,Ormond Beach,386-672-3567,closed_won,prospect,0,a5ef4603-9a9d-2a96-b6d0-523c61399ba5,b5719456-3db7-44cd-845e-caeea47d3651,Dish,Ormond Beach,386-672-3567,new_lead,prospect,0,d2697987-de79-d05f-d2a3-520bc10781eb,3d6e5812-d20c-433f-bcce-50505d767ae7
,REVIEW,"same phone, names differ",Back Alley Lanes VR-Cades,South Daytona,386-236-9030,new_lead,prospect,0,888715ed-c70a-b23e-b3ca-630ffe26fddd,06268131-1372-4b98-894d-765a25174e19,JoeyBsBowlCade & Grind Gastro Pub,South Daytona,386-236-9030,new_lead,prospect,0,2962fd07-e874-999e-4d9e-614fa97a618e,6169e72a-98f1-422f-bcb8-2c6f51e354f7
,REVIEW,"same phone, names differ",1003 - Emory L. Bennett State Veteran's Nursing Home,Daytona Beach,386-274-3460,new_lead,prospect,0,b3a900d9-dc84-93e6-dab1-50c731a644b9,aae2c5a0-f0bd-424b-8fdf-ed22dcb18932,Emory L Bennet Veterans Nrsng,Daytona Beach,386-274-3460,new_lead,prospect,0,a5e85a15-838e-a930-5c07-520bbc248e56,b065c2fb-3ed2-480b-8120-080df56084af
,REVIEW,"same phone, names differ",Halifax Plantation - Tavern Restaurant,Ormond Beach,386-676-9600,new_lead,customer,0,,db13f8d8-580d-4c7c-b41c-7edd4938fbb8,Halifak Plantation Golf Club,Ormond Beach,386-676-9600,new_lead,prospect,0,251548aa-5841-6093-c0c9-520bb9f7bb67,dd6124af-19e9-4618-b06b-ac0a2825dcf9
