01/01/2026 - 01/31/2026
Franchisee - Sam Merrill
,
"Invoice Date","Description","Quantity","Rate","Amount"
"ERAU Food Truck: 01/23/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"ERAU Food Truck: 01/30/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"ERAU Propellers: 01/02/2026 12:00am | Performed"
"FG","Oil Sold to Customer (boxes)","8","$45.00 per box","$360.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$360.00"
"ERAU Propellers: 01/09/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f4","1","Charge: $100.00","$100.00"
"FG","Oil Sold to Customer (boxes)","1","$45.00 per box","$45.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$145.00"
"ERAU Propellers: 01/12/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Dump f1, 50 Pound Filter f2, 50 Pound Dump f4","1","Charge: $100.00","$100.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (boxes)","4","$45.00 per box","$180.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$280.00"
"ERAU Propellers: 01/16/2026 02:32am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f3","1","Charge: $100.00","$100.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$100.00"
"ERAU Propellers: 01/23/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f4","1","Charge: $100.00","$100.00"
"FG","Oil Sold to Customer (boxes)","2","$45.00 per box","$90.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$190.00"
"ERAU Propellers: 01/26/2026 12:00am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $100.00","$100.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (boxes)","6","$45.00 per box","$270.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$370.00"
"ERAU Propellers: 01/30/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $100.00","$100.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (boxes)","6","$45.00 per box","$270.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$370.00"
"ERAU Refueling Station: 01/06/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f5, 50 Pound Filter f2, 50 Pound Filter f4","1","Charge: $150.00","$150.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"ERAU Refueling Station: 01/13/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f3, 50 Pound Filter f4, 50 Pound Filter f5, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"ERAU Refueling Station: 01/15/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Dump f5, 50 Pound Dump f4, 50 Pound Filter f1, 50 Pound Filter f3","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"ERAU Refueling Station: 01/17/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f4, 50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Filter f3","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"ERAU Refueling Station: 01/20/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Filter f4, 50 Pound Dump f3, 50 Pound Filter f5","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"ERAU Refueling Station: 01/22/2026 12:00am | Performed"
"FF","50 Pound Filter f5, 50 Pound Dump f3, 50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"ERAU Refueling Station: 01/27/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f5, 50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f3","1","Charge: $150.00","$150.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"ERAU Refueling Station: 01/29/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Dump f5, 50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f3","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"ERAU Refueling Station: 01/31/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f3, 50 Pound Dump f4","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"Fugu Sushi: 01/02/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Dump f2","1","Charge: $50.00","$50.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$50.00"
"Fugu Sushi: 01/09/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Filter f2","1","Charge: $50.00","$50.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$50.00"
"Fugu Sushi: 01/12/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Dump f1","1","Charge: $50.00","$50.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$50.00"
"Fugu Sushi: 01/23/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Filter f1","1","Charge: $50.00","$50.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$50.00"
"Fugu Sushi: 01/30/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Filter f2","1","Charge: $50.00","$50.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$50.00"
"Halifax Health Deltona: 01/01/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Dump f3","1","Charge: $115.00","$115.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$115.00"
"Halifax Health Deltona: 01/05/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $115.00","$115.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$115.00"
"Halifax Health Deltona: 01/08/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $115.00","$115.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$115.00"
"Halifax Health Deltona: 01/12/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f1","1","Charge: $115.00","$115.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$115.00"
"Halifax Health Deltona: 01/15/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $115.00","$115.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$115.00"
"Halifax Health Deltona: 01/19/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $115.00","$115.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$115.00"
"Halifax Health Deltona: 01/22/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $115.00","$115.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$115.00"
"Halifax Health Deltona: 01/26/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f3","1","Charge: $115.00","$115.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$115.00"
"Halifax Health Deltona: 01/29/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $115.00","$115.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$115.00"
"Halifax Health-France Tower: 01/02/2026 09:37am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-France Tower: 01/05/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-France Tower: 01/07/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-France Tower: 01/09/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-France Tower: 01/16/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-France Tower: 01/19/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-France Tower: 01/21/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-France Tower: 01/26/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-France Tower: 01/30/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-Main Kitchen: 01/02/2026 09:37am | Performed"
"FF","75 Pound Dump f2, 75 Pound Dump f3, 75 Pound Dump f1","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-Main Kitchen: 01/05/2026 12:00am | Performed"
"FF","75 Pound Dump f2, 75 Pound Dump f3, 75 Pound Dump f1","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-Main Kitchen: 01/07/2026 12:00am | Performed"
"FF","75 Pound Dump f2, 75 Pound Dump f3, 75 Pound No Service f1","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-Main Kitchen: 01/09/2026 12:00am | Performed"
"FF","75 Pound Dump f2, 75 Pound Dump f1, 75 Pound Dump f3","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-Main Kitchen: 01/14/2026 12:00am | Performed"
"FF","75 Pound Dump f2, 75 Pound Dump f3, 75 Pound Dump f1","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-Main Kitchen: 01/16/2026 12:00am | Performed"
"FF","75 Pound Dump f2, 75 Pound Dump f3, 75 Pound Dump f1","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-Main Kitchen: 01/19/2026 12:00am | Performed"
"FF","75 Pound Dump f1, 75 Pound Dump f2, 75 Pound Dump f3","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-Main Kitchen: 01/21/2026 12:00am | Performed"
"FF","75 Pound Dump f2, 75 Pound Dump f1, 75 Pound Dump f3","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-Main Kitchen: 01/26/2026 12:00am | Performed"
"FF","75 Pound Dump f3, 75 Pound Dump f2, 75 Pound Dump f1","1","Charge: $70.00","$70.00"
"FB","Total Waste Oil Collected (lbs)","180.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Health-Main Kitchen: 01/30/2026 12:00am | Performed"
"FF","75 Pound Filter f3, 75 Pound Filter f2, 75 Pound Filter f1","1","Charge: $70.00","$70.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$70.00"
"Halifax Plantation -Tavern Restaurant: 01/02/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $90.00","$90.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$90.00"
"Halifax Plantation -Tavern Restaurant: 01/09/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $90.00","$90.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$90.00"
"Halifax Plantation -Tavern Restaurant: 01/12/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $90.00","$90.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$90.00"
"Halifax Plantation -Tavern Restaurant: 01/23/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $90.00","$90.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$90.00"
"Halifax Plantation -Tavern Restaurant: 01/28/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $90.00","$90.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$90.00"
"Halifax Plantation -Tavern Restaurant: 01/30/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $90.00","$90.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$90.00"
"Hog Heaven: 01/04/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f1","3","f3: $20.00, f2: $20.00, f1: $20.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Hog Heaven: 01/11/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","2","f1: $20.00, f2: $20.00","$40.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$40.00"
"Hog Heaven: 01/18/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f2","3","f3: $20.00, f1: $20.00, f2: $20.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Hog Heaven: 01/25/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f3","3","f1: $20.00, f2: $20.00, f3: $20.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Holmes Regional Medical Center: 01/03/2026 12:08pm | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $138.00","$138.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$138.00"
"Holmes Regional Medical Center: 01/03/2026 06:55pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f2, 50 Pound Dump f3","1","Charge: $138.00","$138.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$138.00"
"Holmes Regional Medical Center: 01/05/2026 01:30am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f2","1","Charge: $138.00","$138.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$138.00"
"Holmes Regional Medical Center: 01/09/2026 03:14pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f2","1","Charge: $138.00","$138.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$138.00"
"Holmes Regional Medical Center: 01/10/2026 05:15am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $138.00","$138.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$138.00"
"Holmes Regional Medical Center: 01/12/2026 10:07am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f4, 50 Pound Dump f1, 50 Pound Dump f3","1","Charge: $138.00","$138.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$138.00"
